code,PORTEFEUILLE,TITRE,DESCRIPTION,CLASSE,Quantité_Actif,COURS,Valo_Titre_CV,POIDS,ACTIF_NET_NET
0595106,059,5106,OBLIGATION A1 MIFTTAH 09/12/2019 12 ANS AMORT,OBL,106,32551.56,3450465.36,1.03181229032276%,334408243.86
05980129,059,80129,Droit d ' Attribution BOA 1/48  2025,ACT,39,4.35,169.65,0.0000507314048367252%,334408243.86
0599395,059,9395,OBL ANP du 04/06/2019 à 3.91% 15 ans TRANCH B ,OBL,94,61843,5813242,1.73836683357415%,334408243.86
0599411,059,9411,OBL ONCF du 31/10/19 à 4.02% 30 ANS AMRT LIN 15ans,OBL,62,104064.87,6452021.94,1.92938483379648%,334408243.86
0599425,059,9425,OBL SUB BCP du 26/12/2019 à 3.28% 10ans  Fixe,OBL,54,100108.67,5405868.18,1.61654752215474%,334408243.86
0599523,059,9523,OBL MANAGEM du 21/12/2021 à 3.22% 7 ANS,OBL,108,98933.12,10684776.96,3.19512965250736%,334408243.86
0599600,059,9600,OBL SUB WAFASALAF du 28/12/2023 7 ans 4.39%,OBL,206,104025.22,21429195.32,6.40809421222622%,334408243.86
0599644,059,9644,OBL OCP ORD SUB Fixe  DU 16/12/2024  10 ANS ,OBL,30,102621.92,3078657.6,0.920628500201951%,334408243.86
059IE00BD3V0B10,059,IE00BD3V0B10,ISHARES S&P US BANKS UCITS,OPC,122650,8.235,1010022.75,0.302032850129988%,334408243.86
059LU1829219390,059,LU1829219390,LYXOR EURO STOXX BANKS,OPC,3413,331.384,1131013.592,0.338213430071269%,334408243.86
059US5949181045,059,US5949181045,MICROSOFT,ACT,644,393.67,253523.48,0.0758125688151808%,334408243.86
059XS1061043367,059,XS1061043367,OBL OCP INTERNATIONAL à 6.875%  30 ANS,OBL,415,1020.49,423503.35,0.126642616555021%,334408243.86
059XS2270576965,059,XS2270576965,EUROBOND DU 15/12/2020 SEM (2032),OBL,100,1004.62,100462,0.0300417235054942%,334408243.86
059XS2810168737,059,XS2810168737,OBL OCP INTERNATIONAL 6.75% 10 ANS,OBL,514,1018.72,523622.08,0.156581690079152%,334408243.86
060050,060,050,FCP ATTIJARI GOLD,OPC,5235,2880.2,15077847,11.4144392926746%,132094504.28
0601038,060,1038,CDM,ACT,20,1040,20800,0.0157463023260304%,132094504.28
0601050,060,1050,CIMENTS DU MAROC,ACT,2984,1737,5183208,3.9238634705144%,132094504.28
0601092,060,1092,WAFA ASSURANCE,ACT,500,4900,2450000,1.85473272590262%,132094504.28
0601105,060,1105,MANAGEM,ACT,1225,7550,9248750,7.0016160402824%,132094504.28
0601145,060,1145,CIH,ACT,3729,400,1491600,1.12919156488014%,132094504.28
0601148,060,1148,ITISSALAT AL MAGHRIB,ACT,52455,106.85,5604816.75,4.24303553016823%,132094504.28
0601180,060,1180,LABEL VIE,ACT,660,4280,2824800,2.13846898127744%,132094504.28
0601220,060,1220,TAQA MOROCCO ,ACT,43,1945,83635,0.0633145189921901%,132094504.28
0601224,060,1224,COSUMAR,ACT,2187,202.95,443851.65,0.336010686000358%,132094504.28
0601231,060,1231,SODEP-MARSA MAROC,ACT,6000,901,5406000,4.09252453723656%,132094504.28
0601244,060,1244,ATW,ACT,22423,731,16391213,12.4087017013635%,132094504.28
0601252,060,1252,TGCC,ACT,3191,834.3,2662251.3,2.01541412681094%,132094504.28
0601261,060,1261,HPS (VN 10),ACT,1690,520,878800,0.665281273274786%,132094504.28
0601271,060,1271,CMGP GROUP,ACT,3864,376,1452864,1.09986710493297%,132094504.28
0601275,060,1275,VICENNE,ACT,1779,420,747180,0.565640489036703%,132094504.28
0601276,060,1276,CASH PLUS,ACT,640,290,185600,0.140505466909195%,132094504.28
060201792,060,201792,BDT du 16/01/2023 atp  a 4.20%  10 ans,OBL,428,110402.31,47252188.68,35.7715023327843%,132094504.28
060201882,060,201882,BDT DU 06/01/2025 à 6.65% 2 ans ,OBL,110,103096.56,11340621.6,8.58523347493802%,132094504.28
060XS2810168810,060,XS2810168810,OBL OCP INTERNATIONAL 7.50% 30ANS,OBL,1115,1020.8,1138192,0.861649775820636%,132094504.28
0611001,061,1001,SONASID,ACT,1881,1985,3733785,0.224215894108412%,1665263301.18
0611050,061,1050,CIMENTS DU MAROC,ACT,9697,1737,16843689,1.01147301979601%,1665263301.18
0611081,061,1081,BMCI,ACT,3753,629,2360637,0.141757582619353%,1665263301.18
0611095,061,1095,AFRIQUIA GAZ ,ACT,1083,4099,4439217,0.266577483383822%,1665263301.18
0611105,061,1105,MANAGEM,ACT,5530,7550,41751500,2.50720111170498%,1665263301.18
0611148,061,1148,ITISSALAT AL MAGHRIB,ACT,319852,106.85,34176186.2,2.0522992475594%,1665263301.18
0611151,061,1151,ADDOHA,ACT,162691,29.9,4864460.9,0.292113619302909%,1665263301.18
0611171,061,1171,ATLANTASANAD,ACT,10714,135,1446390,0.0868565348780035%,1665263301.18
0611180,061,1180,LABEL VIE,ACT,2814,4280,12043920,0.723244185557066%,1665263301.18
0611181,061,1181,ALLIANCES,ACT,6046,498,3010908,0.180806722748678%,1665263301.18
0611188,061,1188,BCP,ACT,32855,270,8870850,0.532699543292292%,1665263301.18
0611224,061,1224,COSUMAR,ACT,56366,202.95,11439479.7,0.686947204799026%,1665263301.18
0611231,061,1231,SODEP-MARSA MAROC,ACT,54412,901,49025212,2.94399161773762%,1665263301.18
0611232,061,1232,LAFARGE-HOLCIM MAROC,ACT,6760,1799,12161240,0.73028931769424%,1665263301.18
0611239,061,1239,MUTANDIS,ACT,10343,244.85,2532483.55,0.152077064822451%,1665263301.18
0611243,061,1243,BANK OF AFRICA,ACT,57218,209,11958562,0.718118389537931%,1665263301.18
0611244,061,1244,ATW,ACT,102068,731,74611708,4.48047512649383%,1665263301.18
0611252,061,1252,TGCC,ACT,20065,834.3,16740229.5,1.00526021849746%,1665263301.18
0611258,061,1258,AKDITAL,ACT,12568,1119,14063592,0.844526627713142%,1665263301.18
0611261,061,1261,HPS (VN 10),ACT,8312,520,4322240,0.259552948590008%,1665263301.18
0611276,061,1276,CASH PLUS,ACT,3454,290,1001660,0.0601502476689558%,1665263301.18
0611278,061,1278,SGTM,ACT,9078,835,7580130,0.455191079670629%,1665263301.18
061200802,061,200802,BDT 30 ans du 04/12/2006 4.5%,OBL,65,112748.26,7328636.9,0.440088777240629%,1665263301.18
061201331,061,201331,BDT DU 060814 15 ANS 5.45% ATYP 14/04/2014,OBL,42,111595.59,4687014.78,0.281457879764647%,1665263301.18
061201344,061,201344,BDT du 19/02/15 à 5.65% ATYP 04/08/14 20 ANS,OBL,255,125359.65,31966710.75,1.91961900123233%,1665263301.18
061201379,061,201379,BDT DU 05/08/2015 15 ANS à 4%,OBL,38,106747.26,4056395.88,0.243588859318863%,1665263301.18
061201516,061,201516,BDT du 15/01/2018 ATYP jouiss 18/07/2018 à 3.70% 15 ans,OBL,182,106557.02,19393377.64,1.16458325997204%,1665263301.18
061201535,061,201535,BDT du 04/02/19 ATYP 18/06/19 à 3.35%  10 ans,OBL,471,104068.94,49016470.74,2.94346670014688%,1665263301.18
061201536,061,201536,BDT du 15/04/19 ATYP 17/07/19 à 3.50% 15ANS,OBL,500,105154.42,52577210,3.15729110001667%,1665263301.18
061201552,061,201552,BDT DU 17/06/2020 10 ANS 2.7%,OBL,404,101098.56,40843818.24,2.45269431032667%,1665263301.18
061201631,061,201631,BDT du 14/07/2021 ATYP 18/01/2021 à 3.45% 15 ans,OBL,213,97969.4,20867482.2,1.25310406980166%,1665263301.18
061201651,061,201651,BDT du 20/04/2021 ATYP 16/06/2021 à 2.30% 10 ans,OBL,1054,98472.67,103790194.18,6.23265967048302%,1665263301.18
061201657,061,201657,BDT DU 14/06/2021 5 ANS à 2.00%,OBL,298,100334.05,29899546.9,1.79548464671102%,1665263301.18
061201791,061,201791,BDT DU 16/01/2023 5 ANS 3.90%,OBL,287,105908.28,30395676.36,1.82527750046865%,1665263301.18
061201792,061,201792,BDT du 16/01/2023 atp  a 4.20%  10 ans,OBL,565,110402.31,62377305.15,3.74579233841277%,1665263301.18
061201793,061,201793,BDT du 17/08/2023 à 4.75%  20 ans ATYP 16/01/2023,OBL,316,118578.11,37470682.76,2.25013562320435%,1665263301.18
061201808,061,201808,BDT DU 20/03/2023 à 4.90% 15 ans ,OBL,764,119318.13,91159051.32,5.47415242114595%,1665263301.18
061201809,061,201809,BDT DU 20/03/2023 à 5.5 30 ans ,OBL,387,131399.42,50851575.54,3.05366577789631%,1665263301.18
061201822,061,201822,BDT du 27/06/2023 ATYP 14/03/2024 à 4.75 % 15 ans ,OBL,1025,119665.25,122656881.25,7.36561486481361%,1665263301.18
061201837,061,201837,BDT du 18/09/2024 à 4%  10 ANS ATYP 02/01/2024,OBL,1353,108473.11,146764117.83,8.81326801149124%,1665263301.18
061201840,061,201840,BDT du 15/10/2024 à 3.50%  5 ANS ATYP 15/01/2024,OBL,950,103575.97,98397171.5,5.90880561832331%,1665263301.18
061201853,061,201853,BDT du 14/09/2024  2 ans  à 3.25%  ATYP 27/05/2024,OBL,298,101802.42,30337121.16,1.82176122769914%,1665263301.18
061201862,061,201862,BDT du 15/04/2025  5 ans à 3.30%  ATYP 15/07/2024,OBL,503,106923.5,53782520.5,3.22967067501517%,1665263301.18
061201865,061,201865,BDT DU 18/06/2025 à 3.55% 10 ANS,OBL,930,108904.97,101281622.1,6.08201850291375%,1665263301.18
061201872,061,201872,BDT DU 14/08/2025 à 4% 20 ans ,OBL,50,111192.3,5559615,0.333858014889326%,1665263301.18
061201882,061,201882,BDT DU 06/01/2025 à 6.65% 2 ans ,OBL,150,103096.56,15464484,0.928650982042414%,1665263301.18
061201898,061,201898,BDT du 21/08/2025 à 3.40%  20 ANS ATYP 02/06/2025,OBL,660,99820.55,65881563,3.95622499777162%,1665263301.18
061201905,061,201905,BDT du 16/07/2025 à 3.05%  15 ans ATYP 16/06/2025 ,OBL,500,98573.02,49286510,2.95968270993997%,1665263301.18
061201926,061,201926,BDT du 29/09/2025 à 2.25%  2 ans ATYP 17/01/2026,OBL,110,100212.5,11023375,0.661959882992009%,1665263301.18
06180129,061,80129,Droit d ' Attribution BOA 1/48  2025,ACT,35,4.35,152.25,0.00000914269832837343%,1665263301.18
0619644,061,9644,OBL OCP ORD SUB Fixe  DU 16/12/2024  10 ANS ,OBL,153,102621.92,15701153.76,0.942863134549006%,1665263301.18
0619647,061,9647,OBL OCP ORD SUB Fixe  DU 16/12/2024  30 ANS ,OBL,95,107089.53,10173505.35,0.610924731409807%,1665263301.18
0631001,063,1001,SONASID,ACT,5879,1985,11669815,0.199922055550368%,5837182379.84
0631035,063,1035,CREDIT EQDOM,ACT,4125,1380,5692500,0.0975213661245245%,5837182379.84
0631036,063,1036,SOCIETE DE BOISSONS DU MAROC,ACT,1903,2209,4203727,0.0720163723942994%,5837182379.84
0631038,063,1038,CDM,ACT,38906,1040,40462240,0.693181013835464%,5837182379.84
0631050,063,1050,CIMENTS DU MAROC,ACT,44654,1737,77563998,1.32879175178566%,5837182379.84
0631081,063,1081,BMCI,ACT,23653,629,14877737,0.254878741691943%,5837182379.84
0631092,063,1092,WAFA ASSURANCE,ACT,15374,4900,75332600,1.29056443842114%,5837182379.84
0631095,063,1095,AFRIQUIA GAZ ,ACT,6317,4099,25893383,0.443593866270626%,5837182379.84
0631105,063,1105,MANAGEM,ACT,17735,7550,133899250,2.29390211384264%,5837182379.84
0631142,063,1142,DARI,ACT,724,4300,3113200,0.0533339511671269%,5837182379.84
0631145,063,1145,CIH,ACT,186456,400,74582400,1.27771234727198%,5837182379.84
0631148,063,1148,ITISSALAT AL MAGHRIB,ACT,1558699,106.85,166546988.15,2.8532085741437%,5837182379.84
0631151,063,1151,ADDOHA,ACT,766924,29.9,22931027.6,0.392844117380971%,5837182379.84
0631171,063,1171,ATLANTASANAD,ACT,32592,135,4399920,0.0753774631951898%,5837182379.84
0631172,063,1172,SNEP,ACT,13095,458,5997510,0.102746661141062%,5837182379.84
0631179,063,1179,CMT,ACT,6149,2100,12912900,0.221218032258124%,5837182379.84
0631180,063,1180,LABEL VIE,ACT,21164,4280,90581920,1.55180897401535%,5837182379.84
0631181,063,1181,ALLIANCES,ACT,52038,498,25914924,0.443962897056342%,5837182379.84
0631185,063,1185,DELTA HOLDING,ACT,123234,68,8379912,0.143560907552621%,5837182379.84
0631188,063,1188,BCP,ACT,251955,270,68027850,1.16542272578204%,5837182379.84
0631202,063,1202,UNIMER,ACT,26565,165,4383225,0.0750914519158839%,5837182379.84
0631208,063,1208,JET CONTRACTORS,ACT,9919,2600,25789400,0.441812475982751%,5837182379.84
0631220,063,1220,TAQA MOROCCO ,ACT,3344,1945,6504080,0.111424992004075%,5837182379.84
0631224,063,1224,COSUMAR,ACT,198313,202.95,40247623.35,0.68950429729597%,5837182379.84
0631226,063,1226,TOTALENERGIES MARKETING MAROC,ACT,24234,1598,38725932,0.663435361104162%,5837182379.84
0631231,063,1231,SODEP-MARSA MAROC,ACT,222399,901,200381499,3.43284629399386%,5837182379.84
0631232,063,1232,LAFARGE-HOLCIM MAROC,ACT,38811,1799,69820989,1.19614198180859%,5837182379.84
0631239,063,1239,MUTANDIS,ACT,60827,244.85,14893490.95,0.255148631323187%,5837182379.84
0631243,063,1243,BANK OF AFRICA,ACT,314764,209,65785676,1.12701080280111%,5837182379.84
0631244,063,1244,ATW,ACT,473018,731,345776158,5.92368261773376%,5837182379.84
0631246,063,1246,ARADEI CAPITAL,ACT,69635,440,30639400,0.524900508605315%,5837182379.84
0631250,063,1250,SOTHEMA,ACT,6009,1730,10395570,0.178092259647453%,5837182379.84
0631252,063,1252,TGCC,ACT,91372,834.3,76231659.6,1.30596672571484%,5837182379.84
0631258,063,1258,AKDITAL,ACT,56779,1119,63535701,1.08846523657432%,5837182379.84
0631261,063,1261,HPS (VN 10),ACT,55554,520,28888080,0.494897676998604%,5837182379.84
0631262,063,1262,CFG BANK,ACT,65500,230,15065000,0.258086847723489%,5837182379.84
0631271,063,1271,CMGP GROUP,ACT,77403,376,29103528,0.498588635854783%,5837182379.84
0631275,063,1275,VICENNE,ACT,2062,420,866040,0.0148366102623598%,5837182379.84
0631276,063,1276,CASH PLUS,ACT,24577,290,7127330,0.122102232484902%,5837182379.84
0631278,063,1278,SGTM,ACT,41208,835,34408680,0.589474129142135%,5837182379.84
063201236,063,201236,BDT du 14/08/13 ATYP 18/03/13 à 5.25% 15 ans,OBL,2968,108820.79,322980104.72,5.53315082008544%,5837182379.84
063201535,063,201535,BDT du 04/02/19 ATYP 18/06/19 à 3.35%  10 ans,OBL,500,104068.94,52034470,0.891431286774807%,5837182379.84
063201552,063,201552,BDT DU 17/06/2020 10 ANS 2.7%,OBL,522,101098.56,52773448.32,0.904091133116977%,5837182379.84
063201631,063,201631,BDT du 14/07/2021 ATYP 18/01/2021 à 3.45% 15 ans,OBL,1250,97969.4,122461750,2.0979599750549%,5837182379.84
063201651,063,201651,BDT du 20/04/2021 ATYP 16/06/2021 à 2.30% 10 ans,OBL,4175,98472.67,411123397.25,7.04318231806334%,5837182379.84
063201792,063,201792,BDT du 16/01/2023 atp  a 4.20%  10 ans,OBL,1646,110402.31,181722202.26,3.11318356074701%,5837182379.84
063201793,063,201793,BDT du 17/08/2023 à 4.75%  20 ans ATYP 16/01/2023,OBL,613,118578.11,72688381.43,1.24526486753344%,5837182379.84
063201808,063,201808,BDT DU 20/03/2023 à 4.90% 15 ans ,OBL,5071,119318.13,605062237.23,10.3656558568346%,5837182379.84
063201809,063,201809,BDT DU 20/03/2023 à 5.5 30 ans ,OBL,851,131399.42,111820906.42,1.91566579804322%,5837182379.84
063201837,063,201837,BDT du 18/09/2024 à 4%  10 ANS ATYP 02/01/2024,OBL,725,108473.11,78643004.75,1.34727681323803%,5837182379.84
063201840,063,201840,BDT du 15/10/2024 à 3.50%  5 ANS ATYP 15/01/2024,OBL,225,103575.97,23304593.25,0.399243877157026%,5837182379.84
063201854,063,201854,BDT du 15/02/2025  30ans à 4.90%  ATYP 04/06/2024,OBL,250,123692.92,30923230,0.529762957326813%,5837182379.84
063201862,063,201862,BDT du 15/04/2025  5 ans à 3.30%  ATYP 15/07/2024,OBL,4065,106923.5,434644027.5,7.44612724456134%,5837182379.84
063201889,063,201889,BDT DU 17/02/2025 à 2.85%   5 ans ATYP 14/10/2025,OBL,2345,102613.65,240629009.25,4.12234865371117%,5837182379.84
063201896,063,201896,BDT du 14/05/2025 à 2.90%   10 ANS ATYP 05/05/2025,OBL,150,100587.91,15088186.5,0.258484068479861%,5837182379.84
06380129,063,80129,Droit d ' Attribution BOA 1/48  2025,ACT,37,4.35,160.95,0.00000275732347435085%,5837182379.84
0639202,063,9202,OBL LYDEC à 4.50% du 31/12/2013 13 ans,OBL,331860,236.73,78561217.8,1.34587567575974%,5837182379.84
0639285,063,9285,OBL ATW NC du 28/06/2016 à 3.74% 10 ans,OBL,598,102528.62,61312114.76,1.05037175079119%,5837182379.84
0639360,063,9360,OBL AL MADA DU 17/01/2018 à 4.08% 10 ANS,OBL,370,101570.67,37581147.9,0.643823431486308%,5837182379.84
0639385,063,9385,OBL SUB CDM 17/12/2048 à 4.05% 10 ANS,OBL,373,102437.94,38209351.62,0.654585536884447%,5837182379.84
0639425,063,9425,OBL SUB BCP du 26/12/2019 à 3.28% 10ans  Fixe,OBL,476,100108.67,47651726.92,0.816348090897001%,5837182379.84
0639518,063,9518,OBL ANP du 13/10/2021  à  3.15%  AMORT  15 ANS,OBL,500,71796.97,35898485,0.614996802635178%,5837182379.84
0639529,063,9529,OBL ATW SUB PERP 28/12/2021 à 4.58% REVIS  tt 10ans,OBL,453,97487.42,44161801.26,0.756560244074651%,5837182379.84
0639530,063,9530,OBL ATW SUB du 30/12/2021 à 2.66% 7 ANS Fixe,OBL,310,98865.14,30648193.4,0.525051153204504%,5837182379.84
0639534,063,9534,"OBL TMSA Participations du 15/03/2022 à 3,70%  15 ans",OBL,4500,99046,445707000,7.63565314558866%,5837182379.84
0639596,063,9596,OBL OCP PERPT SUB DU 14/12/2023 REV 20ANS,OBL,900,116917.73,105225957,1.80268407174361%,5837182379.84
0639607,063,9607,OBL AL MADA du 28/03/2024 à 3.94%  5 ans,OBL,1500,105402.66,158103990,2.70856690286134%,5837182379.84
0639647,063,9647,OBL OCP ORD SUB Fixe  DU 16/12/2024  30 ANS ,OBL,762,107089.53,81602221.86,1.39797279834585%,5837182379.84
0639707,063,9707,OBL SUB ATW du 30/06/2025  à 3.07% FIXE  DIFERE 2ans,OBL,291,100724.59,29310855.69,0.502140481188861%,5837182379.84
0639753,063,9753,OBL OCP ORD NUTRICROPS DU 15/12/2025 FIXE 30 ANS,OBL,3000,98187.45,294562350,5.04631054560392%,5837182379.84
0641038,064,1038,CDM,ACT,4080,1040,4243200,1.89603279906495%,223793596.93
0641050,064,1050,CIMENTS DU MAROC,ACT,5087,1737,8836119,3.94833414414615%,223793596.93
0641081,064,1081,BMCI,ACT,5974,629,3757646,1.67906769967835%,223793596.93
0641092,064,1092,WAFA ASSURANCE,ACT,2811,4900,13773900,6.1547337318629%,223793596.93
0641105,064,1105,MANAGEM,ACT,1838,7550,13876900,6.20075828368786%,223793596.93
0641145,064,1145,CIH,ACT,20833,400,8333200,3.72360966279412%,223793596.93
0641148,064,1148,ITISSALAT AL MAGHRIB,ACT,96984,106.85,10362740.4,4.63049012221799%,223793596.93
0641180,064,1180,LABEL VIE,ACT,2658,4280,11376240,5.08336259663334%,223793596.93
0641185,064,1185,DELTA HOLDING,ACT,29728,68,2021504,0.903289471964787%,223793596.93
0641188,064,1188,BCP,ACT,37802,270,10206540,4.56069348721916%,223793596.93
0641223,064,1223,RESIDENCES DAR SAADA,ACT,50948,155,7896940,3.5286711095984%,223793596.93
0641224,064,1224,COSUMAR,ACT,14550,202.95,2952922.5,1.3194848022947%,223793596.93
0641226,064,1226,TOTALENERGIES MARKETING MAROC,ACT,4955,1598,7918090,3.53812178213333%,223793596.93
0641231,064,1231,SODEP-MARSA MAROC,ACT,23299,901,20992399,9.38025005539643%,223793596.93
0641232,064,1232,LAFARGE-HOLCIM MAROC,ACT,3581,1799,6442219,2.87864312847836%,223793596.93
0641239,064,1239,MUTANDIS,ACT,8308,244.85,2034213.8,0.908968722923864%,223793596.93
0641243,064,1243,BANK OF AFRICA,ACT,13687,209,2860583,1.27822379158362%,223793596.93
0641244,064,1244,ATW,ACT,57047,731,41701357,18.6338472467752%,223793596.93
0641250,064,1250,SOTHEMA,ACT,3055,1730,5285150,2.3616180590069%,223793596.93
0641252,064,1252,TGCC,ACT,6914,834.3,5768350.2,2.57753138567422%,223793596.93
0641261,064,1261,HPS (VN 10),ACT,4432,520,2304640,1.02980604968822%,223793596.93
0641262,064,1262,CFG BANK,ACT,10455,230,2404650,1.07449454898933%,223793596.93
0641271,064,1271,CMGP GROUP,ACT,6255,376,2351880,1.05091478588444%,223793596.93
0641276,064,1276,CASH PLUS,ACT,1033,290,299570,0.13385995136121%,223793596.93
0641278,064,1278,SGTM,ACT,6242,835,5212070,2.32896296922663%,223793596.93
0643984,064,3984,FCP STERLING EQUITY,OPC,11600,932.1,10812360,4.83139828320556%,223793596.93
06480129,064,80129,Droit d ' Attribution BOA 1/48  2025,ACT,16,4.35,69.6,0.0000311000855050245%,223793596.93
064US30303M1027,064,US30303M1027,META PLATFORMS CLA,ACT,602,670.21,403466.42,0.18028505977595%,223793596.93
064US67066G1040,064,US67066G1040,NVIDIA ORD,ACT,2622,171.88,450669.36,0.201377236070326%,223793596.93
064XS2355149316,064,XS2355149316,OBL OCP INTERNATIONAL  du 23/06/2021 à 3.75% 10 ans,OBL,636,1004.95,639148.2,0.285597179172163%,223793596.93
0651038,065,1038,CDM,ACT,2980,1040,3099200,1.24385274698909%,249161326.17
0651050,065,1050,CIMENTS DU MAROC,ACT,3232,1737,5613984,2.25315223927233%,249161326.17
0651081,065,1081,BMCI,ACT,2973,629,1870017,0.750524581300434%,249161326.17
0651092,065,1092,WAFA ASSURANCE,ACT,868,4900,4253200,1.70700648667205%,249161326.17
0651105,065,1105,MANAGEM,ACT,1351,7550,10200050,4.09375329502004%,249161326.17
0651145,065,1145,CIH,ACT,9295,400,3718000,1.49220589613624%,249161326.17
0651148,065,1148,ITISSALAT AL MAGHRIB,ACT,44775,106.85,4784208.75,1.92012493413034%,249161326.17
0651185,065,1185,DELTA HOLDING,ACT,7027,68,477836,0.191777755940333%,249161326.17
0651188,065,1188,BCP,ACT,5750,270,1552500,0.623090278039677%,249161326.17
0651226,065,1226,TOTALENERGIES MARKETING MAROC,ACT,691,1598,1104218,0.443173913453408%,249161326.17
0651231,065,1231,SODEP-MARSA MAROC,ACT,14523,901,13085223,5.25170707715374%,249161326.17
0651243,065,1243,BANK OF AFRICA,ACT,12496,209,2611664,1.0481819310185%,249161326.17
0651244,065,1244,ATW,ACT,23099,731,16885369,6.77688197424319%,249161326.17
0651246,065,1246,ARADEI CAPITAL,ACT,1618,440,711920,0.285726525437686%,249161326.17
0651252,065,1252,TGCC,ACT,10596,834.3,8840242.8,3.54799957757826%,249161326.17
0651258,065,1258,AKDITAL,ACT,3232,1119,3616608,1.45151258246732%,249161326.17
0651271,065,1271,CMGP GROUP,ACT,6814,376,2562064,1.02827514983282%,249161326.17
0651275,065,1275,VICENNE,ACT,1016,420,426720,0.171262533620026%,249161326.17
0651276,065,1276,CASH PLUS,ACT,1148,290,332920,0.133616241780979%,249161326.17
0651278,065,1278,SGTM,ACT,3533,835,2950055,1.18399393892582%,249161326.17
065152236,065,152236,CD CAM  du 15/06/2020 à 3.4% 7 ans ,TCN,62,102485.2,6354082.4,2.5501880639633%,249161326.17
065152398,065,152398,CD CIH du 25/06/2021 à 2.61%  7ans,TCN,86,100476.74,8640999.64,3.46803405360924%,249161326.17
065201331,065,201331,BDT DU 060814 15 ANS 5.45% ATYP 14/04/2014,OBL,100,111595.59,11159559,4.47884877301783%,249161326.17
065201535,065,201535,BDT du 04/02/19 ATYP 18/06/19 à 3.35%  10 ans,OBL,185,104068.94,19252753.9,7.72702336913397%,249161326.17
065201651,065,201651,BDT du 20/04/2021 ATYP 16/06/2021 à 2.30% 10 ans,OBL,122,98472.67,12013665.74,4.8216414339532%,249161326.17
065201792,065,201792,BDT du 16/01/2023 atp  a 4.20%  10 ans,OBL,10,110402.31,1104023.1,0.443095691041048%,249161326.17
