code,PORTEFEUILLE,TITRE,DESCRIPTION,CLASSE,Quantité_Actif,COURS,Valo_Titre_CV,POIDS,ACTIF_NET_NET
0521001,052,1001,SONASID,ACT,5,1985,9925,0.00411671384184718%,241090354.62
052100983,052,100983,BSF EQDOM du 03/03/2025 à 3.14%  30 MOIS,TCN,100,103142.28,10314228,4.27815870786577%,241090354.62
0521035,052,1035,CREDIT EQDOM,ACT,429,1380,592020,0.245559388277115%,241090354.62
0521038,052,1038,CDM,ACT,2758,1040,2868320,1.18972822638258%,241090354.62
0521050,052,1050,CIMENTS DU MAROC,ACT,2889,1737,5018193,2.08145738883231%,241090354.62
0521081,052,1081,BMCI,ACT,3568,629,2244272,0.930884192168268%,241090354.62
0521092,052,1092,WAFA ASSURANCE,ACT,1108,4900,5429200,2.2519357974969%,241090354.62
0521105,052,1105,MANAGEM,ACT,1148,7550,8667400,3.59508368290441%,241090354.62
0521145,052,1145,CIH,ACT,10989,400,4395600,1.8232168627933%,241090354.62
0521148,052,1148,ITISSALAT AL MAGHRIB,ACT,73986,106.85,7905404.1,3.27902130819803%,241090354.62
0521180,052,1180,LABEL VIE,ACT,1216,4280,5204480,2.15872593003696%,241090354.62
0521185,052,1185,DELTA HOLDING,ACT,12604,68,857072,0.355498253487118%,241090354.62
0521188,052,1188,BCP,ACT,10430,270,2816100,1.16806829723182%,241090354.62
0521224,052,1224,COSUMAR,ACT,6131,202.95,1244286.45,0.51610793470407%,241090354.62
0521226,052,1226,TOTALENERGIES MARKETING MAROC,ACT,2674,1598,4273052,1.77238612748945%,241090354.62
0521231,052,1231,SODEP-MARSA MAROC,ACT,19761,901,17804661,7.38505736907775%,241090354.62
0521243,052,1243,BANK OF AFRICA,ACT,9388,209,1962092,0.813840936561977%,241090354.62
0521244,052,1244,ATW,ACT,29048,731,21234088,8.80752282001019%,241090354.62
0521246,052,1246,ARADEI CAPITAL,ACT,2009,440,883960,0.366650918653827%,241090354.62
0521252,052,1252,TGCC,ACT,9725,834.3,8113567.5,3.36536379183994%,241090354.62
0521258,052,1258,AKDITAL,ACT,2803,1119,3136557,1.30098817306223%,241090354.62
0521271,052,1271,CMGP GROUP,ACT,3976,376,1494976,0.620089510572225%,241090354.62
0521275,052,1275,VICENNE,ACT,970,420,407400,0.168982289084992%,241090354.62
0521276,052,1276,CASH PLUS,ACT,1100,290,319000,0.132315538090605%,241090354.62
0521278,052,1278,SGTM,ACT,3379,835,2821465,1.1702936040088%,241090354.62
052152398,052,152398,CD CIH du 25/06/2021 à 2.61%  7ans,TCN,61,100476.74,6129081.14,2.54223407222595%,241090354.62
052201552,052,201552,BDT DU 17/06/2020 10 ANS 2.7%,OBL,60,101098.56,6065913.6,2.51603329779034%,241090354.62
052201553,052,201553,BDT DU 14/02/2020 30ANS 4%,OBL,6,107456.42,644738.52,0.267426094675674%,241090354.62
052201554,052,201554,BDT du 16/07/2020 à 3% ATYP 20/01/2020 15 ans,OBL,41,100787.01,4132267.41,1.7139911783336%,241090354.62
052201630,052,201630,BDT du 20/04/2021 ATYP 18/01/2021 à 2.05% 5 ans,OBL,80,101597.41,8127792.8,3.37126419379606%,241090354.62
052201631,052,201631,BDT du 14/07/2021 ATYP 18/01/2021 à 3.45% 15 ans,OBL,70,97969.4,6857858,2.84451777874282%,241090354.62
052201651,052,201651,BDT du 20/04/2021 ATYP 16/06/2021 à 2.30% 10 ans,OBL,20,98472.67,1969453.4,0.816894314624987%,241090354.62
052201808,052,201808,BDT DU 20/03/2023 à 4.90% 15 ans ,OBL,201,119318.13,23982944.13,9.94769955347291%,241090354.62
052201822,052,201822,BDT du 27/06/2023 ATYP 14/03/2024 à 4.75 % 15 ans ,OBL,100,119665.25,11966525,4.96350217695822%,241090354.62
052201837,052,201837,BDT du 18/09/2024 à 4%  10 ANS ATYP 02/01/2024,OBL,69,108473.11,7484644.59,3.10449773148208%,241090354.62
052201862,052,201862,BDT du 15/04/2025  5 ans à 3.30%  ATYP 15/07/2024,OBL,300,106923.5,32077050,13.304991006612%,241090354.62
0525106,052,5106,OBLIGATION A1 MIFTTAH 09/12/2019 12 ANS AMORT,OBL,47,32551.56,1529923.32,0.634585038630609%,241090354.62
0525116,052,5116,OBLIGATION A1 MIFTTAH 11/06/2021 12 ANS AMORT,OBL,69,55969.61,3861903.09,1.60184885707561%,241090354.62
05280129,052,80129,Droit d ' Attribution BOA 1/48  2025,ACT,29,4.35,126.15,0.0000523247809721937%,241090354.62
0529395,052,9395,OBL ANP du 04/06/2019 à 3.91% 15 ans TRANCH B ,OBL,94,61843,5813242,2.41122960276145%,241090354.62
0529411,052,9411,OBL ONCF du 31/10/19 à 4.02% 30 ANS AMRT LIN 15ans,OBL,28,104064.87,2913816.36,1.20859930899877%,241090354.62
0529425,052,9425,OBL SUB BCP du 26/12/2019 à 3.28% 10ans  Fixe,OBL,23,100108.67,2302499.41,0.955035888361912%,241090354.62
0529431,052,9431,OBL SUB ATW du 31/12/2019 à 2.97% 7 ANS Amrt 5ans,OBL,35,20070.15,702455.25,0.291365969869342%,241090354.62
0529523,052,9523,OBL MANAGEM du 21/12/2021 à 3.22% 7 ANS,OBL,38,98933.12,3759458.56,1.55935668431263%,241090354.62
0529644,052,9644,OBL OCP ORD SUB Fixe  DU 16/12/2024  10 ANS ,OBL,26,102621.92,2668169.92,1.1067095256488%,241090354.62
053035,053,035,FCP CAP MONETAIRE PREMIERE    ,OPC,41,210848.77,8644799.57,8.83937917072118%,97798718.7
053042,053,042,ATTIJARI LIQUIDITE,OPC,1500,1574.22,2361330,2.41447948540455%,97798718.7
0531038,053,1038,CDM,ACT,420,1040,436800,0.44663161829338%,97798718.7
0531252,053,1252,TGCC,ACT,217,834.3,181043.1,0.185118069445628%,97798718.7
0531258,053,1258,AKDITAL,ACT,389,1119,435291,0.445088653293369%,97798718.7
0531271,053,1271,CMGP GROUP,ACT,889,376,334264,0.341787708922203%,97798718.7
0531275,053,1275,VICENNE,ACT,399,420,167580,0.171351938172172%,97798718.7
0531276,053,1276,CASH PLUS,ACT,445,290,129050,0.131954694003573%,97798718.7
0531278,053,1278,SGTM,ACT,744,835,621240,0.635223046127699%,97798718.7
053201552,053,201552,BDT DU 17/06/2020 10 ANS 2.7%,OBL,95,101098.56,9604363.2,9.82054093107459%,97798718.7
053201553,053,201553,BDT DU 14/02/2020 30ANS 4%,OBL,1,107456.42,107456.42,0.109875079580158%,97798718.7
053201554,053,201554,BDT du 16/07/2020 à 3% ATYP 20/01/2020 15 ans,OBL,37,100787.01,3729119.37,3.81305544650249%,97798718.7
053201631,053,201631,BDT du 14/07/2021 ATYP 18/01/2021 à 3.45% 15 ans,OBL,30,97969.4,2939082,3.00523569129337%,97798718.7
053201808,053,201808,BDT DU 20/03/2023 à 4.90% 15 ans ,OBL,137,119318.13,16346583.81,16.7145173549191%,97798718.7
053201837,053,201837,BDT du 18/09/2024 à 4%  10 ANS ATYP 02/01/2024,OBL,244,108473.11,26467438.84,27.0631754606004%,97798718.7
053201862,053,201862,BDT du 15/04/2025  5 ans à 3.30%  ATYP 15/07/2024,OBL,90,106923.5,9623115,9.83971480190773%,97798718.7
0539395,053,9395,OBL ANP du 04/06/2019 à 3.91% 15 ans TRANCH B ,OBL,94,61843,5813242,5.94408809979634%,97798718.7
0539411,053,9411,OBL ONCF du 31/10/19 à 4.02% 30 ANS AMRT LIN 15ans,OBL,21,104064.87,2185362.27,2.23455102382645%,97798718.7
0539425,053,9425,OBL SUB BCP du 26/12/2019 à 3.28% 10ans  Fixe,OBL,27,100108.67,2702934.09,2.7637724971544%,97798718.7
0539523,053,9523,OBL MANAGEM du 21/12/2021 à 3.22% 7 ANS,OBL,31,98933.12,3066926.72,3.13595797651284%,97798718.7
053XS1061043367,053,XS1061043367,OBL OCP INTERNATIONAL à 6.875%  30 ANS,OBL,125,1020.49,127561.25,0.130432434796306%,97798718.7
053XS2355149316,053,XS2355149316,OBL OCP INTERNATIONAL  du 23/06/2021 à 3.75% 10 ans,OBL,30,1004.95,30148.5,0.030827090989281%,97798718.7
053XS2810168737,053,XS2810168737,OBL OCP INTERNATIONAL 6.75% 10 ANS,OBL,557,1018.72,567427.04,0.580198848760582%,97798718.7
053XS2810168810,053,XS2810168810,OBL OCP INTERNATIONAL 7.50% 30ANS,OBL,160,1020.8,163328,0.16700423295014%,97798718.7
0541001,054,1001,SONASID,ACT,615,1985,1220775,0.661610710358119%,184515604.25
0541035,054,1035,CREDIT EQDOM,ACT,654,1380,902520,0.489129363160623%,184515604.25
0541038,054,1038,CDM,ACT,2764,1040,2874560,1.5578953399005%,184515604.25
0541050,054,1050,CIMENTS DU MAROC,ACT,2214,1737,3845718,2.08422372494276%,184515604.25
0541081,054,1081,BMCI,ACT,251,629,157879,0.0855640370589416%,184515604.25
0541092,054,1092,WAFA ASSURANCE,ACT,641,4900,3140900,1.70224085532864%,184515604.25
0541095,054,1095,AFRIQUIA GAZ ,ACT,393,4099,1610907,0.873046486527711%,184515604.25
0541105,054,1105,MANAGEM,ACT,1817,7550,13718350,7.4347912501823%,184515604.25
0541145,054,1145,CIH,ACT,9183,400,3673200,1.99072594154323%,184515604.25
0541148,054,1148,ITISSALAT AL MAGHRIB,ACT,32107,106.85,3430632.95,1.85926440419198%,184515604.25
0541151,054,1151,ADDOHA,ACT,40148,29.9,1200425.2,0.650581941228963%,184515604.25
0541180,054,1180,LABEL VIE,ACT,928,4280,3971840,2.15257675151342%,184515604.25
0541185,054,1185,DELTA HOLDING,ACT,4375,68,297500,0.161232976045168%,184515604.25
0541188,054,1188,BCP,ACT,14552,270,3929040,2.12938088134625%,184515604.25
0541231,054,1231,SODEP-MARSA MAROC,ACT,10529,901,9486629,5.14136950018958%,184515604.25
0541232,054,1232,LAFARGE-HOLCIM MAROC,ACT,874,1799,1572326,0.852137143842673%,184515604.25
0541243,054,1243,BANK OF AFRICA,ACT,6430,209,1343870,0.728323225269984%,184515604.25
0541244,054,1244,ATW,ACT,17389,731,12711359,6.88904282739003%,184515604.25
0541246,054,1246,ARADEI CAPITAL,ACT,540,440,237600,0.128769597002797%,184515604.25
0541252,054,1252,TGCC,ACT,2015,834.3,1681114.5,0.911096113975412%,184515604.25
0541258,054,1258,AKDITAL,ACT,2382,1119,2665458,1.44457050710387%,184515604.25
0541271,054,1271,CMGP GROUP,ACT,3063,376,1151688,0.624168348623556%,184515604.25
0541275,054,1275,VICENNE,ACT,735,420,308700,0.167302923378633%,184515604.25
0541276,054,1276,CASH PLUS,ACT,839,290,243310,0.131864186223697%,184515604.25
0541278,054,1278,SGTM,ACT,2567,835,2143445,1.16166055912315%,184515604.25
054201554,054,201554,BDT du 16/07/2020 à 3% ATYP 20/01/2020 15 ans,OBL,56,100787.01,5644072.56,3.05885921298713%,184515604.25
054201630,054,201630,BDT du 20/04/2021 ATYP 18/01/2021 à 2.05% 5 ans,OBL,60,101597.41,6095844.6,3.3037013995525%,184515604.25
054201808,054,201808,BDT DU 20/03/2023 à 4.90% 15 ans ,OBL,169,119318.13,20164763.97,10.9284870794336%,184515604.25
054201837,054,201837,BDT du 18/09/2024 à 4%  10 ANS ATYP 02/01/2024,OBL,63,108473.11,6833805.93,3.7036466144841%,184515604.25
054201840,054,201840,BDT du 15/10/2024 à 3.50%  5 ANS ATYP 15/01/2024,OBL,100,103575.97,10357597,5.61339895457649%,184515604.25
054201862,054,201862,BDT du 15/04/2025  5 ans à 3.30%  ATYP 15/07/2024,OBL,120,106923.5,12830820,6.95378586117602%,184515604.25
0545106,054,5106,OBLIGATION A1 MIFTTAH 09/12/2019 12 ANS AMORT,OBL,53,32551.56,1725232.68,0.935006384426156%,184515604.25
0545116,054,5116,OBLIGATION A1 MIFTTAH 11/06/2021 12 ANS AMORT,OBL,60,55969.61,3358176.6,1.81999599093528%,184515604.25
05480129,054,80129,Droit d ' Attribution BOA 1/48  2025,ACT,11,4.35,47.85,0.0000259327660630632%,184515604.25
0549360,054,9360,OBL AL MADA DU 17/01/2018 à 4.08% 10 ANS,OBL,80,101570.67,8125653.6,4.40377583946264%,184515604.25
0549395,054,9395,OBL ANP du 04/06/2019 à 3.91% 15 ans TRANCH B ,OBL,94,61843,5813242,3.15054221220426%,184515604.25
0549411,054,9411,OBL ONCF du 31/10/19 à 4.02% 30 ANS AMRT LIN 15ans,OBL,30,104064.87,3121946.1,1.69196860758187%,184515604.25
0549425,054,9425,OBL SUB BCP du 26/12/2019 à 3.28% 10ans  Fixe,OBL,26,100108.67,2602825.42,1.41062618014324%,184515604.25
0549431,054,9431,OBL SUB ATW du 31/12/2019 à 2.97% 7 ANS Amrt 5ans,OBL,25,20070.15,501753.75,0.271930253291843%,184515604.25
0549523,054,9523,OBL MANAGEM du 21/12/2021 à 3.22% 7 ANS,OBL,31,98933.12,3066926.72,1.66215032732116%,184515604.25
0549644,054,9644,OBL OCP ORD SUB Fixe  DU 16/12/2024  10 ANS ,OBL,19,102621.92,1949816.48,1.05672172710022%,184515604.25
054XS1061043367,054,XS1061043367,OBL OCP INTERNATIONAL à 6.875%  30 ANS,OBL,125,1020.49,127561.25,0.0691330419009806%,184515604.25
054XS2355149316,054,XS2355149316,OBL OCP INTERNATIONAL  du 23/06/2021 à 3.75% 10 ans,OBL,114,1004.95,114564.3,0.0620892202942234%,184515604.25
054XS2810168737,054,XS2810168737,OBL OCP INTERNATIONAL 6.75% 10 ANS,OBL,789,1018.72,803770.08,0.43561089766206%,184515604.25
054XS2810168810,054,XS2810168810,OBL OCP INTERNATIONAL 7.50% 30ANS,OBL,611,1020.8,623708.8,0.338024961376674%,184515604.25
055070,055,070,FCP ATTIJARI FIXED INCOME DISTRIBUTION,OPC,212400,108.49,23043276,6.1683981390742%,373569855.26
0551001,055,1001,SONASID,ACT,499,1985,990515,0.265148535422007%,373569855.26
055100958,055,100958,BSF WAFASALAF du 01/10/2024 à 3.50% 5ANS,TCN,88,101976.62,8973942.56,2.40221271434073%,373569855.26
055100964,055,100964,BSF WAFASALAF du 01/11/2024 à 3.43% 5ANS,TCN,125,101405.28,12675660,3.39311639349966%,373569855.26
0551038,055,1038,CDM,ACT,5009,1040,5209360,1.39448082511217%,373569855.26
0551050,055,1050,CIMENTS DU MAROC,ACT,5800,1737,10074600,2.69684500988127%,373569855.26
0551092,055,1092,WAFA ASSURANCE,ACT,350,4900,1715000,0.459084151425008%,373569855.26
0551105,055,1105,MANAGEM,ACT,2113,7550,15953150,4.27045966781683%,373569855.26
0551145,055,1145,CIH,ACT,25936,400,10374400,2.7770977379263%,373569855.26
0551148,055,1148,ITISSALAT AL MAGHRIB,ACT,123264,106.85,13170758.4,3.52564807212116%,373569855.26
0551151,055,1151,ADDOHA,ACT,100000,29.9,2990000,0.800385780035436%,373569855.26
0551180,055,1180,LABEL VIE,ACT,7,4280,29960,0.00801991905346544%,373569855.26
0551181,055,1181,ALLIANCES,ACT,4500,498,2241000,0.5998878036988%,373569855.26
0551185,055,1185,DELTA HOLDING,ACT,17286,68,1175448,0.314652797448526%,373569855.26
0551188,055,1188,BCP,ACT,47541,270,12836070,3.43605615369213%,373569855.26
0551224,055,1224,COSUMAR,ACT,81,202.95,16438.95,0.0044005022805062%,373569855.26
0551226,055,1226,TOTALENERGIES MARKETING MAROC,ACT,1911,1598,3053778,0.817458356717409%,373569855.26
0551231,055,1231,SODEP-MARSA MAROC,ACT,37430,901,33724430,9.02761010428109%,373569855.26
0551232,055,1232,LAFARGE-HOLCIM MAROC,ACT,5893,1799,10601507,2.83789145476459%,373569855.26
0551243,055,1243,BANK OF AFRICA,ACT,22334,209,4667806,1.24951356065689%,373569855.26
0551244,055,1244,ATW,ACT,38197,731,27922007,7.47437369660532%,373569855.26
0551252,055,1252,TGCC,ACT,11834,834.3,9873106.2,2.64290762784605%,373569855.26
0551258,055,1258,AKDITAL,ACT,5366,1119,6004554,1.60734436021903%,373569855.26
0551271,055,1271,CMGP GROUP,ACT,4956,376,1863456,0.498823974622647%,373569855.26
0551275,055,1275,VICENNE,ACT,1441,420,605220,0.162009860131454%,373569855.26
0551276,055,1276,CASH PLUS,ACT,5606,290,1625740,0.435190360546759%,373569855.26
0551278,055,1278,SGTM,ACT,5276,835,4405460,1.1792868021789%,373569855.26
055201631,055,201631,BDT du 14/07/2021 ATYP 18/01/2021 à 3.45% 15 ans,OBL,70,97969.4,6857858,1.83576321896396%,373569855.26
055201840,055,201840,BDT du 15/10/2024 à 3.50%  5 ANS ATYP 15/01/2024,OBL,676,103575.97,70017355.72,18.7427745397896%,373569855.26
055201854,055,201854,BDT du 15/02/2025  30ans à 4.90%  ATYP 04/06/2024,OBL,622,123692.92,76936996.24,20.5950761702795%,373569855.26
05580129,055,80129,Droit d ' Attribution BOA 1/48  2025,ACT,24,4.35,104.4,0.0000279465804132774%,373569855.26
0559647,055,9647,OBL OCP ORD SUB Fixe  DU 16/12/2024  30 ANS ,OBL,45,107089.53,4819028.85,1.28999403515736%,373569855.26
055XS1061043367,055,XS1061043367,OBL OCP INTERNATIONAL à 6.875%  30 ANS,OBL,627,1020.49,639847.23,0.171279138557546%,373569855.26
055XS3040572979,055,XS3040572979,OFFICE CHERIFIEN DES PHO à 6.10% écheance 30/04/2030 ,OBL,2000,1017.09,2034180,0.544524664224911%,373569855.26
0571035,057,1035,CREDIT EQDOM,ACT,3105,1380,4284900,2.36386632967098%,181266594.74
0571036,057,1036,SOCIETE DE BOISSONS DU MAROC,ACT,145,2209,320305,0.176703821495312%,181266594.74
0571038,057,1038,CDM,ACT,3005,1040,3125200,1.72409042299417%,181266594.74
0571050,057,1050,CIMENTS DU MAROC,ACT,5000,1737,8685000,4.79128546131588%,181266594.74
0571081,057,1081,BMCI,ACT,2278,629,1432862,0.790472178315716%,181266594.74
0571092,057,1092,WAFA ASSURANCE,ACT,1838,4900,9006200,4.96848303070847%,181266594.74
0571095,057,1095,AFRIQUIA GAZ ,ACT,657,4099,2693043,1.4856808028323%,181266594.74
0571105,057,1105,MANAGEM,ACT,1222,7550,9226100,5.08979606155975%,181266594.74
0571145,057,1145,CIH,ACT,12720,400,5088000,2.80691542051528%,181266594.74
0571148,057,1148,ITISSALAT AL MAGHRIB,ACT,105244,106.85,11245321.4,6.20374725752957%,181266594.74
0571151,057,1151,ADDOHA,ACT,27006,29.9,807479.4,0.445465090331845%,181266594.74
0571163,057,1163,DISWAY,ACT,232,880,204160,0.112629687942689%,181266594.74
0571171,057,1171,ATLANTASANAD,ACT,6191,135,835785,0.461080543383523%,181266594.74
0571180,057,1180,LABEL VIE,ACT,1003,4280,4292840,2.36824661827925%,181266594.74
0571185,057,1185,DELTA HOLDING,ACT,5170,68,351560,0.193946380746138%,181266594.74
0571188,057,1188,BCP,ACT,29573,270,7984710,4.40495393619154%,181266594.74
0571193,057,1193,COLORADO,ACT,9994,85,849490,0.468641230458633%,181266594.74
0571208,057,1208,JET CONTRACTORS,ACT,452,2600,1175200,0.648326847914614%,181266594.74
0571216,057,1216,MICRODATA VN 25 DHS,ACT,1514,810,1226340,0.676539437263111%,181266594.74
0571220,057,1220,TAQA MOROCCO ,ACT,158,1945,307310,0.169534822696256%,181266594.74
0571224,057,1224,COSUMAR,ACT,33807,202.95,6861130.65,3.78510483955484%,181266594.74
0571226,057,1226,TOTALENERGIES MARKETING MAROC,ACT,4934,1598,7884532,4.34968837546112%,181266594.74
0571231,057,1231,SODEP-MARSA MAROC,ACT,18782,901,16922582,9.33574221122923%,181266594.74
0571232,057,1232,LAFARGE-HOLCIM MAROC,ACT,3128,1799,5627272,3.10441756136672%,181266594.74
0571238,057,1238,IMMORENT INVEST,ACT,49998,91.5,4574817,2.52380589295115%,181266594.74
0571239,057,1239,MUTANDIS,ACT,11713,244.85,2867928.05,1.58216027289177%,181266594.74
0571243,057,1243,BANK OF AFRICA,ACT,22710,209,4746390,2.61845819237019%,181266594.74
0571244,057,1244,ATW,ACT,40655,731,29718805,16.3950809814832%,181266594.74
0571246,057,1246,ARADEI CAPITAL,ACT,9000,440,3960000,2.18462756785387%,181266594.74
0571252,057,1252,TGCC,ACT,6016,834.3,5019148.8,2.76893202920219%,181266594.74
0571253,057,1253,DISTY TECHNOLOGIES,ACT,281,324,91044,0.0502265738100222%,181266594.74
0571258,057,1258,AKDITAL,ACT,6454,1119,7222026,3.98420128670642%,181266594.74
0571271,057,1271,CMGP GROUP,ACT,5289,376,1988664,1.09709348424206%,181266594.74
0571275,057,1275,VICENNE,ACT,700,420,294000,0.162192046704303%,181266594.74
0571276,057,1276,CASH PLUS,ACT,794,290,230260,0.127028369639907%,181266594.74
0571278,057,1278,SGTM,ACT,4737,835,3955395,2.1820871107958%,181266594.74
05780129,057,80129,Droit d ' Attribution BOA 1/48  2025,ACT,42,4.35,182.7,0.000100790771880531%,181266594.74
0581001,058,1001,SONASID,ACT,2239,1985,4444415,1.75821252175219%,252780306.42
0581034,058,1034,CTM SA,ACT,995,880,875600,0.346387743729202%,252780306.42
0581035,058,1035,CREDIT EQDOM,ACT,2663,1380,3674940,1.45380787453197%,252780306.42
0581036,058,1036,SOCIETE DE BOISSONS DU MAROC,ACT,543,2209,1199487,0.474517582871755%,252780306.42
0581038,058,1038,CDM,ACT,4240,1040,4409600,1.74443969249462%,252780306.42
0581050,058,1050,CIMENTS DU MAROC,ACT,7479,1737,12991023,5.13925439207876%,252780306.42
0581081,058,1081,BMCI,ACT,3307,629,2080103,0.822889658399204%,252780306.42
0581092,058,1092,WAFA ASSURANCE,ACT,2417,4900,11843300,4.68521467029243%,252780306.42
0581095,058,1095,AFRIQUIA GAZ ,ACT,631,4099,2586469,1.02320826991266%,252780306.42
0581105,058,1105,MANAGEM,ACT,2882,7550,21759100,8.60790949586349%,252780306.42
0581145,058,1145,CIH,ACT,19377,400,7750800,3.06621987676598%,252780306.42
0581148,058,1148,ITISSALAT AL MAGHRIB,ACT,139914,106.85,14949810.9,5.91415174375197%,252780306.42
0581151,058,1151,ADDOHA,ACT,166786,29.9,4986901.4,1.97282037933531%,252780306.42
0581171,058,1171,ATLANTASANAD,ACT,7396,135,998460,0.394991213572246%,252780306.42
0581172,058,1172,SNEP,ACT,1658,458,759364,0.300404731189106%,252780306.42
0581180,058,1180,LABEL VIE,ACT,2004,4280,8577120,3.39311243089837%,252780306.42
0581181,058,1181,ALLIANCES,ACT,11380,498,5667240,2.24196262765176%,252780306.42
0581185,058,1185,DELTA HOLDING,ACT,7892,68,536656,0.212301348787961%,252780306.42
0581188,058,1188,BCP,ACT,29334,270,7920180,3.13322667899629%,252780306.42
0581208,058,1208,JET CONTRACTORS,ACT,1362,2600,3541200,1.4009002719208%,252780306.42
0581220,058,1220,TAQA MOROCCO ,ACT,650,1945,1264250,0.500137854053955%,252780306.42
0581224,058,1224,COSUMAR,ACT,41228,202.95,8367222.6,3.31007692747143%,252780306.42
0581226,058,1226,TOTALENERGIES MARKETING MAROC,ACT,3312,1598,5292576,2.09374538505633%,252780306.42
0581231,058,1231,SODEP-MARSA MAROC,ACT,26028,901,23451228,9.27731607423375%,252780306.42
0581232,058,1232,LAFARGE-HOLCIM MAROC,ACT,7542,1799,13568058,5.3675296909627%,252780306.42
0581239,058,1239,MUTANDIS,ACT,5814,244.85,1423557.9,0.563160129110188%,252780306.42
0581243,058,1243,BANK OF AFRICA,ACT,53173,209,11113157,4.39636977950935%,252780306.42
0581244,058,1244,ATW,ACT,65660,731,47997460,18.9878162107499%,252780306.42
0581246,058,1246,ARADEI CAPITAL,ACT,301,440,132440,0.0523933220414521%,252780306.42
0581250,058,1250,SOTHEMA,ACT,1414,1730,2446220,0.967725704048935%,252780306.42
0581252,058,1252,TGCC,ACT,15730,834.3,13123539,5.19167777975352%,252780306.42
0581258,058,1258,AKDITAL,ACT,8469,1119,9476811,3.74903058478538%,252780306.42
0581261,058,1261,HPS (VN 10),ACT,9204,520,4786080,1.8933753454859%,252780306.42
0581262,058,1262,CFG BANK,ACT,7401,230,1702230,0.67340293399744%,252780306.42
0581271,058,1271,CMGP GROUP,ACT,9675,376,3637800,1.43911527425547%,252780306.42
0581275,058,1275,VICENNE,ACT,3864,420,1622880,0.642012039222529%,252780306.42
0581278,058,1278,SGTM,ACT,8374,835,6992290,2.76615298835114%,252780306.42
05880129,058,80129,Droit d ' Attribution BOA 1/48  2025,ACT,33,4.35,143.55,0.0000567884429103779%,252780306.42
059050,059,050,FCP ATTIJARI GOLD,OPC,2800,2880.2,8064560,2.41159126548813%,334408243.86
0591001,059,1001,SONASID,ACT,2112,1985,4192320,1.25365330459829%,334408243.86
0591035,059,1035,CREDIT EQDOM,ACT,1523,1380,2101740,0.628495271450274%,334408243.86
0591038,059,1038,CDM,ACT,3309,1040,3441360,1.02908946271095%,334408243.86
0591050,059,1050,CIMENTS DU MAROC,ACT,4746,1737,8243802,2.46519102066493%,334408243.86
0591081,059,1081,BMCI,ACT,6050,629,3805450,1.13796536714363%,334408243.86
0591092,059,1092,WAFA ASSURANCE,ACT,3302,4900,16179800,4.83833765975389%,334408243.86
0591095,059,1095,AFRIQUIA GAZ ,ACT,780,4099,3197220,0.956082889313732%,334408243.86
0591105,059,1105,MANAGEM,ACT,1976,7550,14918800,4.46125365445409%,334408243.86
0591145,059,1145,CIH,ACT,15087,400,6034800,1.80462058301603%,334408243.86
0591148,059,1148,ITISSALAT AL MAGHRIB,ACT,142691,106.85,15246533.35,4.55925762296188%,334408243.86
0591151,059,1151,ADDOHA,ACT,68156,29.9,2037864.4,0.609394187319482%,334408243.86
0591180,059,1180,LABEL VIE,ACT,281,4280,1202680,0.359644243849294%,334408243.86
0591188,059,1188,BCP,ACT,23310,270,6293700,1.8820409232001%,334408243.86
0591208,059,1208,JET CONTRACTORS,ACT,778,2600,2022800,0.60488939406854%,334408243.86
0591224,059,1224,COSUMAR,ACT,8681,202.95,1761808.95,0.526843755304544%,334408243.86
0591226,059,1226,TOTALENERGIES MARKETING MAROC,ACT,3344,1598,5343712,1.59796060597033%,334408243.86
0591231,059,1231,SODEP-MARSA MAROC,ACT,20796,901,18737196,5.60309033764261%,334408243.86
0591232,059,1232,LAFARGE-HOLCIM MAROC,ACT,4756,1799,8556044,2.55856252263386%,334408243.86
0591243,059,1243,BANK OF AFRICA,ACT,31546,209,6593114,1.97157639533558%,334408243.86
0591244,059,1244,ATW,ACT,46015,731,33636965,10.0586530438771%,334408243.86
0591246,059,1246,ARADEI CAPITAL,ACT,602,440,264880,0.079208573611269%,334408243.86
0591250,059,1250,SOTHEMA,ACT,613,1730,1060490,0.317124359064537%,334408243.86
0591252,059,1252,TGCC,ACT,6668,834.3,5563112.4,1.66356915600711%,334408243.86
0591275,059,1275,VICENNE,ACT,1332,420,559440,0.167292526506676%,334408243.86
0591276,059,1276,CASH PLUS,ACT,1518,290,440220,0.131641491525041%,334408243.86
0591278,059,1278,SGTM,ACT,4660,835,3891100,1.16357777400638%,334408243.86
059152398,059,152398,CD CIH du 25/06/2021 à 2.61%  7ans,TCN,81,100476.74,8138615.94,2.43373663461695%,334408243.86
059201344,059,201344,BDT du 19/02/15 à 5.65% ATYP 04/08/14 20 ANS,OBL,350,125359.65,43875877.5,13.1204533098678%,334408243.86
059201552,059,201552,BDT DU 17/06/2020 10 ANS 2.7%,OBL,60,101098.56,6065913.6,1.81392465986559%,334408243.86
059201837,059,201837,BDT du 18/09/2024 à 4%  10 ANS ATYP 02/01/2024,OBL,34,108473.11,3688085.74,1.10286926465366%,334408243.86
059201841,059,201841,BDT du 18/07/2024 à 4.25%  15 ANS ATYP 15/01/2024,OBL,100,112513.3,11251330,3.36454923183962%,334408243.86
059201862,059,201862,BDT du 15/04/2025  5 ans à 3.30%  ATYP 15/07/2024,OBL,120,106923.5,12830820,3.83687311410051%,334408243.86
