code_position,code_fonds,code_titre,description_titre,classe_titre,quantite_actif,cours,valo_titre_cv,actif_net,poids
0529644,052,9644,OBL OCP ORD SUB Fixe  DU 16/12/2024  10 ANS,OBL,26,102621.920000,2668169.920000,241090354.620000,0.0110670953
053035,053,035,FCP CAP MONETAIRE PREMIERE,OPC,41,210848.770000,8644799.570000,97798718.700000,0.0883937917
053042,053,042,ATTIJARI LIQUIDITE,OPC,1500,1574.220000,2361330.000000,97798718.700000,0.0241447949
0531038,053,1038,CDM,ACT,420,1040.000000,436800.000000,97798718.700000,0.0044663162
0531252,053,1252,TGCC,ACT,217,834.300000,181043.100000,97798718.700000,0.0018511807
0531258,053,1258,AKDITAL,ACT,389,1119.000000,435291.000000,97798718.700000,0.0044508865
0531271,053,1271,CMGP GROUP,ACT,889,376.000000,334264.000000,97798718.700000,0.0034178771
0531275,053,1275,VICENNE,ACT,399,420.000000,167580.000000,97798718.700000,0.0017135194
0531276,053,1276,CASH PLUS,ACT,445,290.000000,129050.000000,97798718.700000,0.0013195469
0531278,053,1278,SGTM,ACT,744,835.000000,621240.000000,97798718.700000,0.0063522305
053201552,053,201552,BDT DU 17/06/2020 10 ANS 2.7%,OBL,95,101098.560000,9604363.200000,97798718.700000,0.0982054093
053201553,053,201553,BDT DU 14/02/2020 30ANS 4%,OBL,1,107456.420000,107456.420000,97798718.700000,0.0010987508
053201554,053,201554,BDT du 16/07/2020 à 3% ATYP 20/01/2020 15 ans,OBL,37,100787.010000,3729119.370000,97798718.700000,0.0381305545
053201631,053,201631,BDT du 14/07/2021 ATYP 18/01/2021 à 3.45% 15 ans,OBL,30,97969.400000,2939082.000000,97798718.700000,0.0300523569
053201808,053,201808,BDT DU 20/03/2023 à 4.90% 15 ans,OBL,137,119318.130000,16346583.810000,97798718.700000,0.1671451735
053201837,053,201837,BDT du 18/09/2024 à 4%  10 ANS ATYP 02/01/2024,OBL,244,108473.110000,26467438.840000,97798718.700000,0.2706317546
053201862,053,201862,BDT du 15/04/2025  5 ans à 3.30%  ATYP 15/07/2024,OBL,90,106923.500000,9623115.000000,97798718.700000,0.0983971480
0539395,053,9395,OBL ANP du 04/06/2019 à 3.91% 15 ans TRANCH B,OBL,94,61843.000000,5813242.000000,97798718.700000,0.0594408810
0539411,053,9411,OBL ONCF du 31/10/19 à 4.02% 30 ANS AMRT LIN 15ans,OBL,21,104064.870000,2185362.270000,97798718.700000,0.0223455102
0539425,053,9425,OBL SUB BCP du 26/12/2019 à 3.28% 10ans  Fixe,OBL,27,100108.670000,2702934.090000,97798718.700000,0.0276377250
0539523,053,9523,OBL MANAGEM du 21/12/2021 à 3.22% 7 ANS,OBL,31,98933.120000,3066926.720000,97798718.700000,0.0313595798
053XS1061043367,053,XS1061043367,OBL OCP INTERNATIONAL à 6.875%  30 ANS,OBL,125,1020.490000,127561.250000,97798718.700000,0.0013043243
053XS2355149316,053,XS2355149316,OBL OCP INTERNATIONAL  du 23/06/2021 à 3.75% 10 ans,OBL,30,1004.950000,30148.500000,97798718.700000,0.0003082709
053XS2810168737,053,XS2810168737,OBL OCP INTERNATIONAL 6.75% 10 ANS,OBL,557,1018.720000,567427.040000,97798718.700000,0.0058019885
053XS2810168810,053,XS2810168810,OBL OCP INTERNATIONAL 7.50% 30ANS,OBL,160,1020.800000,163328.000000,97798718.700000,0.0016700423
0541001,054,1001,SONASID,ACT,615,1985.000000,1220775.000000,184515604.250000,0.0066161071
0541035,054,1035,CREDIT EQDOM,ACT,654,1380.000000,902520.000000,184515604.250000,0.0048912936
0541038,054,1038,CDM,ACT,2764,1040.000000,2874560.000000,184515604.250000,0.0155789534
0541050,054,1050,CIMENTS DU MAROC,ACT,2214,1737.000000,3845718.000000,184515604.250000,0.0208422372
0541081,054,1081,BMCI,ACT,251,629.000000,157879.000000,184515604.250000,0.0008556404
0541092,054,1092,WAFA ASSURANCE,ACT,641,4900.000000,3140900.000000,184515604.250000,0.0170224086
0541095,054,1095,AFRIQUIA GAZ,ACT,393,4099.000000,1610907.000000,184515604.250000,0.0087304649
0541105,054,1105,MANAGEM,ACT,1817,7550.000000,13718350.000000,184515604.250000,0.0743479125
0541145,054,1145,CIH,ACT,9183,400.000000,3673200.000000,184515604.250000,0.0199072594
0541148,054,1148,ITISSALAT AL MAGHRIB,ACT,32107,106.850000,3430632.950000,184515604.250000,0.0185926440
0541151,054,1151,ADDOHA,ACT,40148,29.900000,1200425.200000,184515604.250000,0.0065058194
0541180,054,1180,LABEL VIE,ACT,928,4280.000000,3971840.000000,184515604.250000,0.0215257675
0541185,054,1185,DELTA HOLDING,ACT,4375,68.000000,297500.000000,184515604.250000,0.0016123298
0541188,054,1188,BCP,ACT,14552,270.000000,3929040.000000,184515604.250000,0.0212938088
0541231,054,1231,SODEP-MARSA MAROC,ACT,10529,901.000000,9486629.000000,184515604.250000,0.0514136950
0541232,054,1232,LAFARGE-HOLCIM MAROC,ACT,874,1799.000000,1572326.000000,184515604.250000,0.0085213714
0541243,054,1243,BANK OF AFRICA,ACT,6430,209.000000,1343870.000000,184515604.250000,0.0072832323
0541244,054,1244,ATW,ACT,17389,731.000000,12711359.000000,184515604.250000,0.0688904283
0541246,054,1246,ARADEI CAPITAL,ACT,540,440.000000,237600.000000,184515604.250000,0.0012876960
0541252,054,1252,TGCC,ACT,2015,834.300000,1681114.500000,184515604.250000,0.0091109611
0541258,054,1258,AKDITAL,ACT,2382,1119.000000,2665458.000000,184515604.250000,0.0144457051
0541271,054,1271,CMGP GROUP,ACT,3063,376.000000,1151688.000000,184515604.250000,0.0062416835
0541275,054,1275,VICENNE,ACT,735,420.000000,308700.000000,184515604.250000,0.0016730292
0541276,054,1276,CASH PLUS,ACT,839,290.000000,243310.000000,184515604.250000,0.0013186419
0541278,054,1278,SGTM,ACT,2567,835.000000,2143445.000000,184515604.250000,0.0116166056
054201554,054,201554,BDT du 16/07/2020 à 3% ATYP 20/01/2020 15 ans,OBL,56,100787.010000,5644072.560000,184515604.250000,0.0305885921
054201630,054,201630,BDT du 20/04/2021 ATYP 18/01/2021 à 2.05% 5 ans,OBL,60,101597.410000,6095844.600000,184515604.250000,0.0330370140
054201808,054,201808,BDT DU 20/03/2023 à 4.90% 15 ans,OBL,169,119318.130000,20164763.970000,184515604.250000,0.1092848708
054201837,054,201837,BDT du 18/09/2024 à 4%  10 ANS ATYP 02/01/2024,OBL,63,108473.110000,6833805.930000,184515604.250000,0.0370364661
054201840,054,201840,BDT du 15/10/2024 à 3.50%  5 ANS ATYP 15/01/2024,OBL,100,103575.970000,10357597.000000,184515604.250000,0.0561339895
054201862,054,201862,BDT du 15/04/2025  5 ans à 3.30%  ATYP 15/07/2024,OBL,120,106923.500000,12830820.000000,184515604.250000,0.0695378586
0545106,054,5106,OBLIGATION A1 MIFTTAH 09/12/2019 12 ANS AMORT,OBL,53,32551.560000,1725232.680000,184515604.250000,0.0093500638
0545116,054,5116,OBLIGATION A1 MIFTTAH 11/06/2021 12 ANS AMORT,OBL,60,55969.610000,3358176.600000,184515604.250000,0.0181999599
05480129,054,80129,Droit d ' Attribution BOA 1/48  2025,ACT,11,4.350000,47.850000,184515604.250000,0.0000002593
0549360,054,9360,OBL AL MADA DU 17/01/2018 à 4.08% 10 ANS,OBL,80,101570.670000,8125653.600000,184515604.250000,0.0440377584
0549395,054,9395,OBL ANP du 04/06/2019 à 3.91% 15 ans TRANCH B,OBL,94,61843.000000,5813242.000000,184515604.250000,0.0315054221
0549411,054,9411,OBL ONCF du 31/10/19 à 4.02% 30 ANS AMRT LIN 15ans,OBL,30,104064.870000,3121946.100000,184515604.250000,0.0169196861
0549425,054,9425,OBL SUB BCP du 26/12/2019 à 3.28% 10ans  Fixe,OBL,26,100108.670000,2602825.420000,184515604.250000,0.0141062618
0549431,054,9431,OBL SUB ATW du 31/12/2019 à 2.97% 7 ANS Amrt 5ans,OBL,25,20070.150000,501753.750000,184515604.250000,0.0027193025
0549523,054,9523,OBL MANAGEM du 21/12/2021 à 3.22% 7 ANS,OBL,31,98933.120000,3066926.720000,184515604.250000,0.0166215033
0549644,054,9644,OBL OCP ORD SUB Fixe  DU 16/12/2024  10 ANS,OBL,19,102621.920000,1949816.480000,184515604.250000,0.0105672173
054XS1061043367,054,XS1061043367,OBL OCP INTERNATIONAL à 6.875%  30 ANS,OBL,125,1020.490000,127561.250000,184515604.250000,0.0006913304
054XS2355149316,054,XS2355149316,OBL OCP INTERNATIONAL  du 23/06/2021 à 3.75% 10 ans,OBL,114,1004.950000,114564.300000,184515604.250000,0.0006208922
054XS2810168737,054,XS2810168737,OBL OCP INTERNATIONAL 6.75% 10 ANS,OBL,789,1018.720000,803770.080000,184515604.250000,0.0043561090
054XS2810168810,054,XS2810168810,OBL OCP INTERNATIONAL 7.50% 30ANS,OBL,611,1020.800000,623708.800000,184515604.250000,0.0033802496
055070,055,070,FCP ATTIJARI FIXED INCOME DISTRIBUTION,OPC,212400,108.490000,23043276.000000,373569855.260000,0.0616839814
0551001,055,1001,SONASID,ACT,499,1985.000000,990515.000000,373569855.260000,0.0026514854
055100958,055,100958,BSF WAFASALAF du 01/10/2024 à 3.50% 5ANS,TCN,88,101976.620000,8973942.560000,373569855.260000,0.0240221271
055100964,055,100964,BSF WAFASALAF du 01/11/2024 à 3.43% 5ANS,TCN,125,101405.280000,12675660.000000,373569855.260000,0.0339311639
0551038,055,1038,CDM,ACT,5009,1040.000000,5209360.000000,373569855.260000,0.0139448083
0551050,055,1050,CIMENTS DU MAROC,ACT,5800,1737.000000,10074600.000000,373569855.260000,0.0269684501
0551092,055,1092,WAFA ASSURANCE,ACT,350,4900.000000,1715000.000000,373569855.260000,0.0045908415
0551105,055,1105,MANAGEM,ACT,2113,7550.000000,15953150.000000,373569855.260000,0.0427045967
0551145,055,1145,CIH,ACT,25936,400.000000,10374400.000000,373569855.260000,0.0277709774
0551148,055,1148,ITISSALAT AL MAGHRIB,ACT,123264,106.850000,13170758.400000,373569855.260000,0.0352564807
0551151,055,1151,ADDOHA,ACT,100000,29.900000,2990000.000000,373569855.260000,0.0080038578
0551180,055,1180,LABEL VIE,ACT,7,4280.000000,29960.000000,373569855.260000,0.0000801992
0551181,055,1181,ALLIANCES,ACT,4500,498.000000,2241000.000000,373569855.260000,0.0059988780
0551185,055,1185,DELTA HOLDING,ACT,17286,68.000000,1175448.000000,373569855.260000,0.0031465280
0551188,055,1188,BCP,ACT,47541,270.000000,12836070.000000,373569855.260000,0.0343605615
0551224,055,1224,COSUMAR,ACT,81,202.950000,16438.950000,373569855.260000,0.0000440050
0551226,055,1226,TOTALENERGIES MARKETING MAROC,ACT,1911,1598.000000,3053778.000000,373569855.260000,0.0081745836
0551231,055,1231,SODEP-MARSA MAROC,ACT,37430,901.000000,33724430.000000,373569855.260000,0.0902761010
0551232,055,1232,LAFARGE-HOLCIM MAROC,ACT,5893,1799.000000,10601507.000000,373569855.260000,0.0283789145
0551243,055,1243,BANK OF AFRICA,ACT,22334,209.000000,4667806.000000,373569855.260000,0.0124951356
0551244,055,1244,ATW,ACT,38197,731.000000,27922007.000000,373569855.260000,0.0747437370
0551252,055,1252,TGCC,ACT,11834,834.300000,9873106.200000,373569855.260000,0.0264290763
0551258,055,1258,AKDITAL,ACT,5366,1119.000000,6004554.000000,373569855.260000,0.0160734436
0551271,055,1271,CMGP GROUP,ACT,4956,376.000000,1863456.000000,373569855.260000,0.0049882397
0551275,055,1275,VICENNE,ACT,1441,420.000000,605220.000000,373569855.260000,0.0016200986
0551276,055,1276,CASH PLUS,ACT,5606,290.000000,1625740.000000,373569855.260000,0.0043519036
0551278,055,1278,SGTM,ACT,5276,835.000000,4405460.000000,373569855.260000,0.0117928680
055201631,055,201631,BDT du 14/07/2021 ATYP 18/01/2021 à 3.45% 15 ans,OBL,70,97969.400000,6857858.000000,373569855.260000,0.0183576322
055201840,055,201840,BDT du 15/10/2024 à 3.50%  5 ANS ATYP 15/01/2024,OBL,676,103575.970000,70017355.720000,373569855.260000,0.1874277454
055201854,055,201854,BDT du 15/02/2025  30ans à 4.90%  ATYP 04/06/2024,OBL,622,123692.920000,76936996.240000,373569855.260000,0.2059507617
05580129,055,80129,Droit d ' Attribution BOA 1/48  2025,ACT,24,4.350000,104.400000,373569855.260000,0.0000002795
0559647,055,9647,OBL OCP ORD SUB Fixe  DU 16/12/2024  30 ANS,OBL,45,107089.530000,4819028.850000,373569855.260000,0.0128999404
055XS1061043367,055,XS1061043367,OBL OCP INTERNATIONAL à 6.875%  30 ANS,OBL,627,1020.490000,639847.230000,373569855.260000,0.0017127914
055XS3040572979,055,XS3040572979,OFFICE CHERIFIEN DES PHO à 6.10% écheance 30/04/2030,OBL,2000,1017.090000,2034180.000000,373569855.260000,0.0054452466
0571035,057,1035,CREDIT EQDOM,ACT,3105,1380.000000,4284900.000000,181266594.740000,0.0236386633
0571036,057,1036,SOCIETE DE BOISSONS DU MAROC,ACT,145,2209.000000,320305.000000,181266594.740000,0.0017670382
0571038,057,1038,CDM,ACT,3005,1040.000000,3125200.000000,181266594.740000,0.0172409042
0571050,057,1050,CIMENTS DU MAROC,ACT,5000,1737.000000,8685000.000000,181266594.740000,0.0479128546
0571081,057,1081,BMCI,ACT,2278,629.000000,1432862.000000,181266594.740000,0.0079047218
0571092,057,1092,WAFA ASSURANCE,ACT,1838,4900.000000,9006200.000000,181266594.740000,0.0496848303
0571095,057,1095,AFRIQUIA GAZ,ACT,657,4099.000000,2693043.000000,181266594.740000,0.0148568080
0571105,057,1105,MANAGEM,ACT,1222,7550.000000,9226100.000000,181266594.740000,0.0508979606
0571145,057,1145,CIH,ACT,12720,400.000000,5088000.000000,181266594.740000,0.0280691542
0571148,057,1148,ITISSALAT AL MAGHRIB,ACT,105244,106.850000,11245321.400000,181266594.740000,0.0620374726
0571151,057,1151,ADDOHA,ACT,27006,29.900000,807479.400000,181266594.740000,0.0044546509
0571163,057,1163,DISWAY,ACT,232,880.000000,204160.000000,181266594.740000,0.0011262969
0571171,057,1171,ATLANTASANAD,ACT,6191,135.000000,835785.000000,181266594.740000,0.0046108054
0571180,057,1180,LABEL VIE,ACT,1003,4280.000000,4292840.000000,181266594.740000,0.0236824662
0571185,057,1185,DELTA HOLDING,ACT,5170,68.000000,351560.000000,181266594.740000,0.0019394638
0571188,057,1188,BCP,ACT,29573,270.000000,7984710.000000,181266594.740000,0.0440495394
0571193,057,1193,COLORADO,ACT,9994,85.000000,849490.000000,181266594.740000,0.0046864123
0571208,057,1208,JET CONTRACTORS,ACT,452,2600.000000,1175200.000000,181266594.740000,0.0064832685
0571216,057,1216,MICRODATA VN 25 DHS,ACT,1514,810.000000,1226340.000000,181266594.740000,0.0067653944
0571220,057,1220,TAQA MOROCCO,ACT,158,1945.000000,307310.000000,181266594.740000,0.0016953482
0571224,057,1224,COSUMAR,ACT,33807,202.950000,6861130.650000,181266594.740000,0.0378510484
0571226,057,1226,TOTALENERGIES MARKETING MAROC,ACT,4934,1598.000000,7884532.000000,181266594.740000,0.0434968838
0571231,057,1231,SODEP-MARSA MAROC,ACT,18782,901.000000,16922582.000000,181266594.740000,0.0933574221
0571232,057,1232,LAFARGE-HOLCIM MAROC,ACT,3128,1799.000000,5627272.000000,181266594.740000,0.0310441756
0571238,057,1238,IMMORENT INVEST,ACT,49998,91.500000,4574817.000000,181266594.740000,0.0252380589
0571239,057,1239,MUTANDIS,ACT,11713,244.850000,2867928.050000,181266594.740000,0.0158216027
0571243,057,1243,BANK OF AFRICA,ACT,22710,209.000000,4746390.000000,181266594.740000,0.0261845819
0571244,057,1244,ATW,ACT,40655,731.000000,29718805.000000,181266594.740000,0.1639508098
0571246,057,1246,ARADEI CAPITAL,ACT,9000,440.000000,3960000.000000,181266594.740000,0.0218462757
0571252,057,1252,TGCC,ACT,6016,834.300000,5019148.800000,181266594.740000,0.0276893203
0571253,057,1253,DISTY TECHNOLOGIES,ACT,281,324.000000,91044.000000,181266594.740000,0.0005022657
0571258,057,1258,AKDITAL,ACT,6454,1119.000000,7222026.000000,181266594.740000,0.0398420129
0571271,057,1271,CMGP GROUP,ACT,5289,376.000000,1988664.000000,181266594.740000,0.0109709348
0571275,057,1275,VICENNE,ACT,700,420.000000,294000.000000,181266594.740000,0.0016219205
0571276,057,1276,CASH PLUS,ACT,794,290.000000,230260.000000,181266594.740000,0.0012702837
0571278,057,1278,SGTM,ACT,4737,835.000000,3955395.000000,181266594.740000,0.0218208711
05780129,057,80129,Droit d ' Attribution BOA 1/48  2025,ACT,42,4.350000,182.700000,181266594.740000,0.0000010079
0581001,058,1001,SONASID,ACT,2239,1985.000000,4444415.000000,252780306.420000,0.0175821252
0581034,058,1034,CTM SA,ACT,995,880.000000,875600.000000,252780306.420000,0.0034638774
0581035,058,1035,CREDIT EQDOM,ACT,2663,1380.000000,3674940.000000,252780306.420000,0.0145380787
0581036,058,1036,SOCIETE DE BOISSONS DU MAROC,ACT,543,2209.000000,1199487.000000,252780306.420000,0.0047451758
0581038,058,1038,CDM,ACT,4240,1040.000000,4409600.000000,252780306.420000,0.0174443969
0581050,058,1050,CIMENTS DU MAROC,ACT,7479,1737.000000,12991023.000000,252780306.420000,0.0513925439
0581081,058,1081,BMCI,ACT,3307,629.000000,2080103.000000,252780306.420000,0.0082288966
0581092,058,1092,WAFA ASSURANCE,ACT,2417,4900.000000,11843300.000000,252780306.420000,0.0468521467
0581095,058,1095,AFRIQUIA GAZ,ACT,631,4099.000000,2586469.000000,252780306.420000,0.0102320827
0581105,058,1105,MANAGEM,ACT,2882,7550.000000,21759100.000000,252780306.420000,0.0860790950
0581145,058,1145,CIH,ACT,19377,400.000000,7750800.000000,252780306.420000,0.0306621988
0581148,058,1148,ITISSALAT AL MAGHRIB,ACT,139914,106.850000,14949810.900000,252780306.420000,0.0591415174
0581151,058,1151,ADDOHA,ACT,166786,29.900000,4986901.400000,252780306.420000,0.0197282038
0581171,058,1171,ATLANTASANAD,ACT,7396,135.000000,998460.000000,252780306.420000,0.0039499121
0581172,058,1172,SNEP,ACT,1658,458.000000,759364.000000,252780306.420000,0.0030040473
0581180,058,1180,LABEL VIE,ACT,2004,4280.000000,8577120.000000,252780306.420000,0.0339311243
0581181,058,1181,ALLIANCES,ACT,11380,498.000000,5667240.000000,252780306.420000,0.0224196263
0581185,058,1185,DELTA HOLDING,ACT,7892,68.000000,536656.000000,252780306.420000,0.0021230135
0581188,058,1188,BCP,ACT,29334,270.000000,7920180.000000,252780306.420000,0.0313322668
0581208,058,1208,JET CONTRACTORS,ACT,1362,2600.000000,3541200.000000,252780306.420000,0.0140090027
0581220,058,1220,TAQA MOROCCO,ACT,650,1945.000000,1264250.000000,252780306.420000,0.0050013785
0581224,058,1224,COSUMAR,ACT,41228,202.950000,8367222.600000,252780306.420000,0.0331007693
0581226,058,1226,TOTALENERGIES MARKETING MAROC,ACT,3312,1598.000000,5292576.000000,252780306.420000,0.0209374539
0581231,058,1231,SODEP-MARSA MAROC,ACT,26028,901.000000,23451228.000000,252780306.420000,0.0927731607
0581232,058,1232,LAFARGE-HOLCIM MAROC,ACT,7542,1799.000000,13568058.000000,252780306.420000,0.0536752969
0581239,058,1239,MUTANDIS,ACT,5814,244.850000,1423557.900000,252780306.420000,0.0056316013
0581243,058,1243,BANK OF AFRICA,ACT,53173,209.000000,11113157.000000,252780306.420000,0.0439636978
0581244,058,1244,ATW,ACT,65660,731.000000,47997460.000000,252780306.420000,0.1898781621
0581246,058,1246,ARADEI CAPITAL,ACT,301,440.000000,132440.000000,252780306.420000,0.0005239332
0581250,058,1250,SOTHEMA,ACT,1414,1730.000000,2446220.000000,252780306.420000,0.0096772570
0581252,058,1252,TGCC,ACT,15730,834.300000,13123539.000000,252780306.420000,0.0519167778
0581258,058,1258,AKDITAL,ACT,8469,1119.000000,9476811.000000,252780306.420000,0.0374903058
0581261,058,1261,HPS (VN 10),ACT,9204,520.000000,4786080.000000,252780306.420000,0.0189337535
0581262,058,1262,CFG BANK,ACT,7401,230.000000,1702230.000000,252780306.420000,0.0067340293
0581271,058,1271,CMGP GROUP,ACT,9675,376.000000,3637800.000000,252780306.420000,0.0143911527
0581275,058,1275,VICENNE,ACT,3864,420.000000,1622880.000000,252780306.420000,0.0064201204
0581278,058,1278,SGTM,ACT,8374,835.000000,6992290.000000,252780306.420000,0.0276615299
05880129,058,80129,Droit d ' Attribution BOA 1/48  2025,ACT,33,4.350000,143.550000,252780306.420000,0.0000005679
059050,059,050,FCP ATTIJARI GOLD,OPC,2800,2880.200000,8064560.000000,334408243.860000,0.0241159127
0591001,059,1001,SONASID,ACT,2112,1985.000000,4192320.000000,334408243.860000,0.0125365330
0591035,059,1035,CREDIT EQDOM,ACT,1523,1380.000000,2101740.000000,334408243.860000,0.0062849527
0591038,059,1038,CDM,ACT,3309,1040.000000,3441360.000000,334408243.860000,0.0102908946
0591050,059,1050,CIMENTS DU MAROC,ACT,4746,1737.000000,8243802.000000,334408243.860000,0.0246519102
0591081,059,1081,BMCI,ACT,6050,629.000000,3805450.000000,334408243.860000,0.0113796537
0591092,059,1092,WAFA ASSURANCE,ACT,3302,4900.000000,16179800.000000,334408243.860000,0.0483833766
0591095,059,1095,AFRIQUIA GAZ,ACT,780,4099.000000,3197220.000000,334408243.860000,0.0095608289
0591105,059,1105,MANAGEM,ACT,1976,7550.000000,14918800.000000,334408243.860000,0.0446125365
0591145,059,1145,CIH,ACT,15087,400.000000,6034800.000000,334408243.860000,0.0180462058
0591148,059,1148,ITISSALAT AL MAGHRIB,ACT,142691,106.850000,15246533.350000,334408243.860000,0.0455925762
0591151,059,1151,ADDOHA,ACT,68156,29.900000,2037864.400000,334408243.860000,0.0060939419
0591180,059,1180,LABEL VIE,ACT,281,4280.000000,1202680.000000,334408243.860000,0.0035964424
0591188,059,1188,BCP,ACT,23310,270.000000,6293700.000000,334408243.860000,0.0188204092
0591208,059,1208,JET CONTRACTORS,ACT,778,2600.000000,2022800.000000,334408243.860000,0.0060488939
0591224,059,1224,COSUMAR,ACT,8681,202.950000,1761808.950000,334408243.860000,0.0052684376
0591226,059,1226,TOTALENERGIES MARKETING MAROC,ACT,3344,1598.000000,5343712.000000,334408243.860000,0.0159796061
0591231,059,1231,SODEP-MARSA MAROC,ACT,20796,901.000000,18737196.000000,334408243.860000,0.0560309034
0591232,059,1232,LAFARGE-HOLCIM MAROC,ACT,4756,1799.000000,8556044.000000,334408243.860000,0.0255856252
0591243,059,1243,BANK OF AFRICA,ACT,31546,209.000000,6593114.000000,334408243.860000,0.0197157640
0591244,059,1244,ATW,ACT,46015,731.000000,33636965.000000,334408243.860000,0.1005865304
0591246,059,1246,ARADEI CAPITAL,ACT,602,440.000000,264880.000000,334408243.860000,0.0007920857
0591250,059,1250,SOTHEMA,ACT,613,1730.000000,1060490.000000,334408243.860000,0.0031712436
0591252,059,1252,TGCC,ACT,6668,834.300000,5563112.400000,334408243.860000,0.0166356916
0591275,059,1275,VICENNE,ACT,1332,420.000000,559440.000000,334408243.860000,0.0016729253
0591276,059,1276,CASH PLUS,ACT,1518,290.000000,440220.000000,334408243.860000,0.0013164149
0591278,059,1278,SGTM,ACT,4660,835.000000,3891100.000000,334408243.860000,0.0116357777
059152398,059,152398,CD CIH du 25/06/2021 à 2.61%  7ans,TCN,81,100476.740000,8138615.940000,334408243.860000,0.0243373663
059201344,059,201344,BDT du 19/02/15 à 5.65% ATYP 04/08/14 20 ANS,OBL,350,125359.650000,43875877.500000,334408243.860000,0.1312045331
059201552,059,201552,BDT DU 17/06/2020 10 ANS 2.7%,OBL,60,101098.560000,6065913.600000,334408243.860000,0.0181392466
059201837,059,201837,BDT du 18/09/2024 à 4%  10 ANS ATYP 02/01/2024,OBL,34,108473.110000,3688085.740000,334408243.860000,0.0110286926
059201841,059,201841,BDT du 18/07/2024 à 4.25%  15 ANS ATYP 15/01/2024,OBL,100,112513.300000,11251330.000000,334408243.860000,0.0336454923
059201862,059,201862,BDT du 15/04/2025  5 ans à 3.30%  ATYP 15/07/2024,OBL,120,106923.500000,12830820.000000,334408243.860000,0.0383687311
0595106,059,5106,OBLIGATION A1 MIFTTAH 09/12/2019 12 ANS AMORT,OBL,106,32551.560000,3450465.360000,334408243.860000,0.0103181229
05980129,059,80129,Droit d ' Attribution BOA 1/48  2025,ACT,39,4.350000,169.650000,334408243.860000,0.0000005073
0599395,059,9395,OBL ANP du 04/06/2019 à 3.91% 15 ans TRANCH B,OBL,94,61843.000000,5813242.000000,334408243.860000,0.0173836683
0599411,059,9411,OBL ONCF du 31/10/19 à 4.02% 30 ANS AMRT LIN 15ans,OBL,62,104064.870000,6452021.940000,334408243.860000,0.0192938483
0599425,059,9425,OBL SUB BCP du 26/12/2019 à 3.28% 10ans  Fixe,OBL,54,100108.670000,5405868.180000,334408243.860000,0.0161654752
0599523,059,9523,OBL MANAGEM du 21/12/2021 à 3.22% 7 ANS,OBL,108,98933.120000,10684776.960000,334408243.860000,0.0319512965
0599600,059,9600,OBL SUB WAFASALAF du 28/12/2023 7 ans 4.39%,OBL,206,104025.220000,21429195.320000,334408243.860000,0.0640809421
0599644,059,9644,OBL OCP ORD SUB Fixe  DU 16/12/2024  10 ANS,OBL,30,102621.920000,3078657.600000,334408243.860000,0.0092062850
059IE00BD3V0B10,059,IE00BD3V0B10,ISHARES S&P US BANKS UCITS,OPC,122650,8.235000,1010022.750000,334408243.860000,0.0030203285
059LU1829219390,059,LU1829219390,LYXOR EURO STOXX BANKS,OPC,3413,331.384000,1131013.592000,334408243.860000,0.0033821343
059US5949181045,059,US5949181045,MICROSOFT,ACT,644,393.670000,253523.480000,334408243.860000,0.0007581257
059XS1061043367,059,XS1061043367,OBL OCP INTERNATIONAL à 6.875%  30 ANS,OBL,415,1020.490000,423503.350000,334408243.860000,0.0012664262
059XS2270576965,059,XS2270576965,EUROBOND DU 15/12/2020 SEM (2032),OBL,100,1004.620000,100462.000000,334408243.860000,0.0003004172
059XS2810168737,059,XS2810168737,OBL OCP INTERNATIONAL 6.75% 10 ANS,OBL,514,1018.720000,523622.080000,334408243.860000,0.0015658169
060050,060,050,FCP ATTIJARI GOLD,OPC,5235,2880.200000,15077847.000000,132094504.280000,0.1141443929
0601038,060,1038,CDM,ACT,20,1040.000000,20800.000000,132094504.280000,0.0001574630
0601050,060,1050,CIMENTS DU MAROC,ACT,2984,1737.000000,5183208.000000,132094504.280000,0.0392386347
0601092,060,1092,WAFA ASSURANCE,ACT,500,4900.000000,2450000.000000,132094504.280000,0.0185473273
0601105,060,1105,MANAGEM,ACT,1225,7550.000000,9248750.000000,132094504.280000,0.0700161604
0601145,060,1145,CIH,ACT,3729,400.000000,1491600.000000,132094504.280000,0.0112919156
0601148,060,1148,ITISSALAT AL MAGHRIB,ACT,52455,106.850000,5604816.750000,132094504.280000,0.0424303553
0601180,060,1180,LABEL VIE,ACT,660,4280.000000,2824800.000000,132094504.280000,0.0213846898
0601220,060,1220,TAQA MOROCCO,ACT,43,1945.000000,83635.000000,132094504.280000,0.0006331452
0601224,060,1224,COSUMAR,ACT,2187,202.950000,443851.650000,132094504.280000,0.0033601069
0601231,060,1231,SODEP-MARSA MAROC,ACT,6000,901.000000,5406000.000000,132094504.280000,0.0409252454
0601244,060,1244,ATW,ACT,22423,731.000000,16391213.000000,132094504.280000,0.1240870170
0601252,060,1252,TGCC,ACT,3191,834.300000,2662251.300000,132094504.280000,0.0201541413
0601261,060,1261,HPS (VN 10),ACT,1690,520.000000,878800.000000,132094504.280000,0.0066528127
0601271,060,1271,CMGP GROUP,ACT,3864,376.000000,1452864.000000,132094504.280000,0.0109986710
0601275,060,1275,VICENNE,ACT,1779,420.000000,747180.000000,132094504.280000,0.0056564049
